batch_id,date,component_A,avg_pH,viability_pct,risk_flag,risk_score,gmm_p_failure,gmm_risk_flag,logreg_p_failure,logreg_risk_flag
B0102,2024-06-26,0.7,7.02,90.4,False,0.0,,,,
B0103,2024-06-26,0.68,6.92,92.8,False,0.0,,,,
B0104,2024-06-26,0.74,6.81,92.9,True,0.425000000000002,,,,
B0105,2024-06-27,0.74,6.93,92.5,False,0.1250000000000017,,,,
B0106,2024-06-27,0.68,6.95,91.7,False,0.0,,,,
B0107,2024-06-27,0.68,7.0,90.2,False,0.0,,,,
B0108,2024-06-27,0.7,6.99,81.8,False,0.0,,,,
B0109,2024-06-28,0.72,6.88,87.2,True,0.1500000000000012,,,,
B0110,2024-06-28,0.74,6.99,100.3,False,0.0,,,,
B0111,2024-06-28,0.7,6.73,87.8,False,0.4249999999999998,,,,
B0112,2024-06-28,0.74,6.79,95.7,True,0.475000000000001,,,,
B0113,2024-06-29,0.68,6.99,84.6,False,0.0,,,,
B0114,2024-06-29,0.68,6.9,93.4,False,0.0,,,,
B0115,2024-06-29,0.7,6.77,90.2,False,0.3250000000000019,,,,
B0116,2024-06-29,0.68,6.84,91.0,False,0.0500000000000017,,,,
B0117,2024-06-30,0.74,6.85,87.8,True,0.3250000000000019,,,,
B0118,2024-06-30,0.7,7.06,94.4,False,0.0,,,,
B0119,2024-06-30,0.72,7.03,93.2,False,0.0,,,,
B0120,2024-06-30,0.7,7.1,90.6,False,0.0,,,,
TB1,2025-06-01,0.672,7.3,,,,,False,0.9980678970847612,True
TB2,2025-06-02,0.774,6.87,,,,,False,0.99987045533609,True
TB3,2025-06-03,0.672,6.91,,,,,False,0.999134988668736,True
TB4,2025-06-04,0.672,6.91,,,,,False,0.999134988668736,True
TB5,2025-06-05,0.774,7.44,,,,,False,0.999580182064324,True
TB6,2025-06-06,0.774,7.44,,,,,False,0.999580182064324,True
TB7,2025-06-07,0.672,7.2,,,,,False,0.9984275444447082,True
TB8,2025-06-08,0.738,7.08,,,,,False,0.9996206965023786,True
TB9,2025-06-09,0.706,7.15,,,,,False,0.9992253688823316,True
TB10,2025-06-10,0.78,7.3,,,,,False,0.9997173477046528,True
BATCH_0600,2024-08-23,0.137,5.715729903301078,,,,,False,0.4965311757147359,False
BATCH_0601,2024-08-24,0.137,6.277593145641728,,,,,False,0.2362819923149718,False
BATCH_0602,2024-08-25,0.137,6.839456387982379,,,,,False,0.088469292049847,False
BATCH_0603,2024-08-26,0.137,7.40131963032303,,,,,False,0.0295473973165412,False
BATCH_0604,2024-08-27,0.137,7.963182872663681,,,,,False,0.0094610667818597,False
BATCH_0604,2024-08-27,0.16525,7.963182872663681,,,,,False,0.0155526659788488,False
BATCH_0605,2024-08-28,0.16525,5.715729903301078,,,,,False,0.619950982337024,True
BATCH_0606,2024-08-29,0.137,6.277593145641728,,,,,False,0.2362819923149718,False
BATCH_0606,2024-08-29,0.16525,6.277593145641728,,,,,False,0.3385064802423357,False
BATCH_0607,2024-08-30,0.16525,6.839456387982379,,,,,False,0.1383271576836303,False
BATCH_0608,2024-08-31,0.16525,7.40131963032303,,,,,False,0.0479457796727589,False
BATCH_0609,2024-09-01,0.16525,7.963182872663681,,,,,False,0.0155526659788488,False
BATCH_0610,2024-09-02,0.1935,5.715729903301078,,,,,False,0.7295924591531688,True
BATCH_0611,2024-09-03,0.1935,6.277593145641728,,,,,False,0.4584109985582839,False
BATCH_0612,2024-09-04,0.1935,6.839456387982379,,,,,False,0.2098154182674839,False
BATCH_0613,2024-09-05,0.1935,7.40131963032303,,,,,False,0.0768926308824345,False
BATCH_0614,2024-09-06,0.1935,7.963182872663681,,,,,False,0.0254655667540954,False
BATCH_0615,2024-09-07,0.22175,5.715729903301078,,,,,False,0.8169429733852763,True
BATCH_0616,2024-09-08,0.22175,6.277593145641728,,,,,False,0.5833338689469153,True
BATCH_0617,2024-09-09,0.22175,6.839456387982379,,,,,False,0.3051648105824954,False
BATCH_0618,2024-09-10,0.22175,7.40131963032303,,,,,False,0.1210930458669992,False
BATCH_0619,2024-09-11,0.22175,7.963182872663681,,,,,False,0.0414308099208462,False
BATCH_0620,2024-09-12,0.25,5.715729903301078,,,,,False,0.8806907060695307,True
BATCH_0621,2024-09-13,0.25,6.277593145641728,,,,,False,0.6983999510417211,True
BATCH_0622,2024-09-14,0.25,6.839456387982379,,,,,False,0.4207715301382405,False
BATCH_0623,2024-09-15,0.25,7.40131963032303,,,,,False,0.1855930028620869,False
BATCH_0624,2024-09-16,0.25,7.963182872663681,,,,,False,0.06671995392113,False
BATCH_0600,2024-08-23,0.137,5.715729903301078,,,,,False,0.4965311757147359,False
BATCH_0601,2024-08-24,0.137,6.277593145641728,,,,,False,0.2362819923149718,False
BATCH_0602,2024-08-25,0.137,6.839456387982379,,,,,False,0.088469292049847,False
BATCH_0603,2024-08-26,0.137,7.40131963032303,,,,,False,0.0295473973165412,False
BATCH_0604,2024-08-27,0.137,7.963182872663681,,,,,False,0.0094610667818597,False
BATCH_0604,2024-08-27,0.16525,7.963182872663681,,,,,False,0.0155526659788488,False
BATCH_0605,2024-08-28,0.16525,5.715729903301078,,,,,False,0.619950982337024,True
BATCH_0606,2024-08-29,0.137,6.277593145641728,,,,,False,0.2362819923149718,False
BATCH_0606,2024-08-29,0.16525,6.277593145641728,,,,,False,0.3385064802423357,False
BATCH_0607,2024-08-30,0.16525,6.839456387982379,,,,,False,0.1383271576836303,False
BATCH_0608,2024-08-31,0.16525,7.40131963032303,,,,,False,0.0479457796727589,False
BATCH_0609,2024-09-01,0.16525,7.963182872663681,,,,,False,0.0155526659788488,False
BATCH_0610,2024-09-02,0.1935,5.715729903301078,,,,,False,0.7295924591531688,True
BATCH_0611,2024-09-03,0.1935,6.277593145641728,,,,,False,0.4584109985582839,False
BATCH_0612,2024-09-04,0.1935,6.839456387982379,,,,,False,0.2098154182674839,False
BATCH_0613,2024-09-05,0.1935,7.40131963032303,,,,,False,0.0768926308824345,False
BATCH_0614,2024-09-06,0.1935,7.963182872663681,,,,,False,0.0254655667540954,False
BATCH_0615,2024-09-07,0.22175,5.715729903301078,,,,,False,0.8169429733852763,True
BATCH_0616,2024-09-08,0.22175,6.277593145641728,,,,,False,0.5833338689469153,True
BATCH_0617,2024-09-09,0.22175,6.839456387982379,,,,,False,0.3051648105824954,False
BATCH_0618,2024-09-10,0.22175,7.40131963032303,,,,,False,0.1210930458669992,False
BATCH_0619,2024-09-11,0.22175,7.963182872663681,,,,,False,0.0414308099208462,False
BATCH_0620,2024-09-12,0.25,5.715729903301078,,,,,False,0.8806907060695307,True
BATCH_0621,2024-09-13,0.25,6.277593145641728,,,,,False,0.6983999510417211,True
BATCH_0622,2024-09-14,0.25,6.839456387982379,,,,,False,0.4207715301382405,False
BATCH_0623,2024-09-15,0.25,7.40131963032303,,,,,False,0.1855930028620869,False
BATCH_0624,2024-09-16,0.25,7.963182872663681,,,,,False,0.06671995392113,False
BATCH_0600,2024-08-23,0.137,5.715729903301078,,,,,False,0.4965311757147359,False
BATCH_0601,2024-08-24,0.137,6.277593145641728,,,,,False,0.2362819923149718,False
BATCH_0602,2024-08-25,0.137,6.839456387982379,,,,,False,0.088469292049847,False
BATCH_0603,2024-08-26,0.137,7.40131963032303,,,,,False,0.0295473973165412,False
BATCH_0604,2024-08-27,0.137,7.963182872663681,,,,,False,0.0094610667818597,False
BATCH_0604,2024-08-27,0.16525,7.963182872663681,,,,,False,0.0155526659788488,False
BATCH_0605,2024-08-28,0.16525,5.715729903301078,,,,,False,0.619950982337024,True
BATCH_0606,2024-08-29,0.137,6.277593145641728,,,,,False,0.2362819923149718,False
BATCH_0606,2024-08-29,0.16525,6.277593145641728,,,,,False,0.3385064802423357,False
BATCH_0607,2024-08-30,0.16525,6.839456387982379,,,,,False,0.1383271576836303,False
BATCH_0608,2024-08-31,0.16525,7.40131963032303,,,,,False,0.0479457796727589,False
BATCH_0609,2024-09-01,0.16525,7.963182872663681,,,,,False,0.0155526659788488,False
BATCH_0610,2024-09-02,0.1935,5.715729903301078,,,,,False,0.7295924591531688,True
BATCH_0611,2024-09-03,0.1935,6.277593145641728,,,,,False,0.4584109985582839,False
BATCH_0612,2024-09-04,0.1935,6.839456387982379,,,,,False,0.2098154182674839,False
BATCH_0613,2024-09-05,0.1935,7.40131963032303,,,,,False,0.0768926308824345,False
BATCH_0614,2024-09-06,0.1935,7.963182872663681,,,,,False,0.0254655667540954,False
BATCH_0615,2024-09-07,0.22175,5.715729903301078,,,,,False,0.8169429733852763,True
BATCH_0616,2024-09-08,0.22175,6.277593145641728,,,,,False,0.5833338689469153,True
BATCH_0617,2024-09-09,0.22175,6.839456387982379,,,,,False,0.3051648105824954,False
BATCH_0618,2024-09-10,0.22175,7.40131963032303,,,,,False,0.1210930458669992,False
BATCH_0619,2024-09-11,0.22175,7.963182872663681,,,,,False,0.0414308099208462,False
BATCH_0620,2024-09-12,0.25,5.715729903301078,,,,,False,0.8806907060695307,True
BATCH_0621,2024-09-13,0.25,6.277593145641728,,,,,False,0.6983999510417211,True
BATCH_0622,2024-09-14,0.25,6.839456387982379,,,,,False,0.4207715301382405,False
BATCH_0623,2024-09-15,0.25,7.40131963032303,,,,,False,0.1855930028620869,False
BATCH_0624,2024-09-16,0.25,7.963182872663681,,,,,False,0.06671995392113,False
BATCH_0600,2024-08-23,0.137,5.715729903301078,,,,,False,0.4965311757147359,False
BATCH_0601,2024-08-24,0.137,6.277593145641728,,,,,False,0.2362819923149718,False
BATCH_0602,2024-08-25,0.137,6.839456387982379,,,,,False,0.088469292049847,False
BATCH_0603,2024-08-26,0.137,7.40131963032303,,,,,False,0.0295473973165412,False
BATCH_0604,2024-08-27,0.137,7.963182872663681,,,,,False,0.0094610667818597,False
BATCH_0604,2024-08-27,0.16525,7.963182872663681,,,,,False,0.0155526659788488,False
BATCH_0605,2024-08-28,0.16525,5.715729903301078,,,,,False,0.619950982337024,True
BATCH_0606,2024-08-29,0.137,6.277593145641728,,,,,False,0.2362819923149718,False
BATCH_0606,2024-08-29,0.16525,6.277593145641728,,,,,False,0.3385064802423357,False
BATCH_0607,2024-08-30,0.16525,6.839456387982379,,,,,False,0.1383271576836303,False
BATCH_0608,2024-08-31,0.16525,7.40131963032303,,,,,False,0.0479457796727589,False
BATCH_0609,2024-09-01,0.16525,7.963182872663681,,,,,False,0.0155526659788488,False
BATCH_0610,2024-09-02,0.1935,5.715729903301078,,,,,False,0.7295924591531688,True
BATCH_0611,2024-09-03,0.1935,6.277593145641728,,,,,False,0.4584109985582839,False
BATCH_0612,2024-09-04,0.1935,6.839456387982379,,,,,False,0.2098154182674839,False
BATCH_0613,2024-09-05,0.1935,7.40131963032303,,,,,False,0.0768926308824345,False
BATCH_0614,2024-09-06,0.1935,7.963182872663681,,,,,False,0.0254655667540954,False
BATCH_0615,2024-09-07,0.22175,5.715729903301078,,,,,False,0.8169429733852763,True
BATCH_0616,2024-09-08,0.22175,6.277593145641728,,,,,False,0.5833338689469153,True
BATCH_0617,2024-09-09,0.22175,6.839456387982379,,,,,False,0.3051648105824954,False
BATCH_0618,2024-09-10,0.22175,7.40131963032303,,,,,False,0.1210930458669992,False
BATCH_0619,2024-09-11,0.22175,7.963182872663681,,,,,False,0.0414308099208462,False
BATCH_0620,2024-09-12,0.25,5.715729903301078,,,,,False,0.8806907060695307,True
BATCH_0621,2024-09-13,0.25,6.277593145641728,,,,,False,0.6983999510417211,True
BATCH_0622,2024-09-14,0.25,6.839456387982379,,,,,False,0.4207715301382405,False
BATCH_0623,2024-09-15,0.25,7.40131963032303,,,,,False,0.1855930028620869,False
BATCH_0624,2024-09-16,0.25,7.963182872663681,,,,,False,0.06671995392113,False
BATCH_0600,2024-08-23,0.137,5.715729903301078,,,,,False,0.4965311757147359,False
BATCH_0601,2024-08-24,0.137,6.277593145641728,,,,,False,0.2362819923149718,False
BATCH_0602,2024-08-25,0.137,6.839456387982379,,,,,False,0.088469292049847,False
BATCH_0603,2024-08-26,0.137,7.40131963032303,,,,,False,0.0295473973165412,False
BATCH_0604,2024-08-27,0.137,7.963182872663681,,,,,False,0.0094610667818597,False
BATCH_0604,2024-08-27,0.16525,7.963182872663681,,,,,False,0.0155526659788488,False
BATCH_0605,2024-08-28,0.16525,5.715729903301078,,,,,False,0.619950982337024,True
BATCH_0606,2024-08-29,0.137,6.277593145641728,,,,,False,0.2362819923149718,False
BATCH_0606,2024-08-29,0.16525,6.277593145641728,,,,,False,0.3385064802423357,False
BATCH_0607,2024-08-30,0.16525,6.839456387982379,,,,,False,0.1383271576836303,False
BATCH_0608,2024-08-31,0.16525,7.40131963032303,,,,,False,0.0479457796727589,False
BATCH_0609,2024-09-01,0.16525,7.963182872663681,,,,,False,0.0155526659788488,False
BATCH_0610,2024-09-02,0.1935,5.715729903301078,,,,,False,0.7295924591531688,True
BATCH_0611,2024-09-03,0.1935,6.277593145641728,,,,,False,0.4584109985582839,False
BATCH_0612,2024-09-04,0.1935,6.839456387982379,,,,,False,0.2098154182674839,False
BATCH_0613,2024-09-05,0.1935,7.40131963032303,,,,,False,0.0768926308824345,False
BATCH_0614,2024-09-06,0.1935,7.963182872663681,,,,,False,0.0254655667540954,False
BATCH_0615,2024-09-07,0.22175,5.715729903301078,,,,,False,0.8169429733852763,True
BATCH_0616,2024-09-08,0.22175,6.277593145641728,,,,,False,0.5833338689469153,True
BATCH_0617,2024-09-09,0.22175,6.839456387982379,,,,,False,0.3051648105824954,False
BATCH_0618,2024-09-10,0.22175,7.40131963032303,,,,,False,0.1210930458669992,False
BATCH_0619,2024-09-11,0.22175,7.963182872663681,,,,,False,0.0414308099208462,False
BATCH_0620,2024-09-12,0.25,5.715729903301078,,,,,False,0.8806907060695307,True
BATCH_0621,2024-09-13,0.25,6.277593145641728,,,,,False,0.6983999510417211,True
BATCH_0622,2024-09-14,0.25,6.839456387982379,,,,,False,0.4207715301382405,False
BATCH_0623,2024-09-15,0.25,7.40131963032303,,,,,False,0.1855930028620869,False
BATCH_0624,2024-09-16,0.25,7.963182872663681,,,,,False,0.06671995392113,False
BATCH_0600,2024-08-23,0.137,5.715729903301078,,,,0.621301775147929,True,0.4965311757147359,False
BATCH_0601,2024-08-24,0.137,6.277593145641728,,,,0.1299303944315545,False,0.2362819923149718,False
BATCH_0602,2024-08-25,0.137,6.839456387982379,,,,0.1299303944315545,False,0.088469292049847,False
BATCH_0603,2024-08-26,0.137,7.40131963032303,,,,0.1299303944315545,False,0.0295473973165412,False
BATCH_0604,2024-08-27,0.137,7.963182872663681,,,,0.1299303944315545,False,0.0094610667818597,False
BATCH_0604,2024-08-27,0.16525,7.963182872663681,,,,0.1299303944315545,False,0.0155526659788488,False
BATCH_0605,2024-08-28,0.16525,5.715729903301078,,,,0.621301775147929,True,0.619950982337024,True
BATCH_0606,2024-08-29,0.137,6.277593145641728,,,,0.1299303944315545,False,0.2362819923149718,False
BATCH_0606,2024-08-29,0.16525,6.277593145641728,,,,0.1299303944315545,False,0.3385064802423357,False
BATCH_0607,2024-08-30,0.16525,6.839456387982379,,,,0.1299303944315545,False,0.1383271576836303,False
BATCH_0608,2024-08-31,0.16525,7.40131963032303,,,,0.1299303944315545,False,0.0479457796727589,False
BATCH_0609,2024-09-01,0.16525,7.963182872663681,,,,0.1299303944315545,False,0.0155526659788488,False
BATCH_0610,2024-09-02,0.1935,5.715729903301078,,,,0.621301775147929,True,0.7295924591531688,True
BATCH_0611,2024-09-03,0.1935,6.277593145641728,,,,0.621301775147929,True,0.4584109985582839,False
BATCH_0612,2024-09-04,0.1935,6.839456387982379,,,,0.1299303944315545,False,0.2098154182674839,False
BATCH_0613,2024-09-05,0.1935,7.40131963032303,,,,0.1299303944315545,False,0.0768926308824345,False
BATCH_0614,2024-09-06,0.1935,7.963182872663681,,,,0.1299303944315545,False,0.0254655667540954,False
BATCH_0615,2024-09-07,0.22175,5.715729903301078,,,,0.621301775147929,True,0.8169429733852763,True
BATCH_0616,2024-09-08,0.22175,6.277593145641728,,,,0.621301775147929,True,0.5833338689469153,True
BATCH_0617,2024-09-09,0.22175,6.839456387982379,,,,0.1299303944315545,False,0.3051648105824954,False
BATCH_0618,2024-09-10,0.22175,7.40131963032303,,,,0.1299303944315545,False,0.1210930458669992,False
BATCH_0619,2024-09-11,0.22175,7.963182872663681,,,,0.1299303944315545,False,0.0414308099208462,False
BATCH_0620,2024-09-12,0.25,5.715729903301078,,,,0.621301775147929,True,0.8806907060695307,True
BATCH_0621,2024-09-13,0.25,6.277593145641728,,,,0.621301775147929,True,0.6983999510417211,True
BATCH_0622,2024-09-14,0.25,6.839456387982379,,,,0.621301775147929,True,0.4207715301382405,False
BATCH_0623,2024-09-15,0.25,7.40131963032303,,,,0.1299303944315545,False,0.1855930028620869,False
BATCH_0624,2024-09-16,0.25,7.963182872663681,,,,0.1299303944315545,False,0.06671995392113,False
BATCH_0600,2024-08-23 00:00:00,0.137,5.715729903301078,,,,0.621301775147929,True,0.49653117571473593,False
BATCH_0601,2024-08-24 00:00:00,0.137,6.277593145641728,,,,0.12993039443155452,False,0.2362819923149718,False
BATCH_0602,2024-08-25 00:00:00,0.137,6.839456387982379,,,,0.12993039443155452,False,0.08846929204984705,False
BATCH_0603,2024-08-26 00:00:00,0.137,7.40131963032303,,,,0.12993039443155452,False,0.02954739731654124,False
BATCH_0604,2024-08-27 00:00:00,0.137,7.963182872663681,,,,0.12993039443155452,False,0.009461066781859796,False
BATCH_0604,2024-08-27 00:00:00,0.16525,7.963182872663681,,,,0.12993039443155452,False,0.015552665978848856,False
BATCH_0605,2024-08-28 00:00:00,0.16525,5.715729903301078,,,,0.621301775147929,True,0.619950982337024,True
BATCH_0606,2024-08-29 00:00:00,0.137,6.277593145641728,,,,0.12993039443155452,False,0.2362819923149718,False
BATCH_0606,2024-08-29 00:00:00,0.16525,6.277593145641728,,,,0.12993039443155452,False,0.3385064802423357,False
BATCH_0607,2024-08-30 00:00:00,0.16525,6.839456387982379,,,,0.12993039443155452,False,0.13832715768363035,False
BATCH_0608,2024-08-31 00:00:00,0.16525,7.40131963032303,,,,0.12993039443155452,False,0.047945779672758974,False
BATCH_0609,2024-09-01 00:00:00,0.16525,7.963182872663681,,,,0.12993039443155452,False,0.015552665978848856,False
BATCH_0610,2024-09-02 00:00:00,0.1935,5.715729903301078,,,,0.621301775147929,True,0.7295924591531688,True
BATCH_0611,2024-09-03 00:00:00,0.1935,6.277593145641728,,,,0.621301775147929,True,0.45841099855828393,False
BATCH_0612,2024-09-04 00:00:00,0.1935,6.839456387982379,,,,0.12993039443155452,False,0.2098154182674839,False
BATCH_0613,2024-09-05 00:00:00,0.1935,7.40131963032303,,,,0.12993039443155452,False,0.07689263088243452,False
BATCH_0614,2024-09-06 00:00:00,0.1935,7.963182872663681,,,,0.12993039443155452,False,0.025465566754095444,False
BATCH_0615,2024-09-07 00:00:00,0.22175,5.715729903301078,,,,0.621301775147929,True,0.8169429733852763,True
BATCH_0616,2024-09-08 00:00:00,0.22175,6.277593145641728,,,,0.621301775147929,True,0.5833338689469153,True
BATCH_0617,2024-09-09 00:00:00,0.22175,6.839456387982379,,,,0.12993039443155452,False,0.30516481058249545,False
BATCH_0618,2024-09-10 00:00:00,0.22175,7.40131963032303,,,,0.12993039443155452,False,0.1210930458669992,False
BATCH_0619,2024-09-11 00:00:00,0.22175,7.963182872663681,,,,0.12993039443155452,False,0.04143080992084624,False
BATCH_0620,2024-09-12 00:00:00,0.25,5.715729903301078,,,,0.621301775147929,True,0.8806907060695307,True
BATCH_0621,2024-09-13 00:00:00,0.25,6.277593145641728,,,,0.621301775147929,True,0.6983999510417211,True
BATCH_0622,2024-09-14 00:00:00,0.25,6.839456387982379,,,,0.621301775147929,True,0.4207715301382405,False
BATCH_0623,2024-09-15 00:00:00,0.25,7.40131963032303,,,,0.12993039443155452,False,0.18559300286208696,False
BATCH_0624,2024-09-16 00:00:00,0.25,7.963182872663681,,,,0.12993039443155452,False,0.06671995392113002,False
